text,sentiment
You will not understand the burden,2 stars
a family can be.,5 stars
It's something,3 stars
you've never had to deal with.,5 stars
"Something I once pitied you for,",5 stars
but now...,3 stars
Now I envy you.,5 stars
This statue stood proudly,5 stars
for thousands of years in Kishkindha.,5 stars
It stood to welcome people,5 stars
to the land of the vaanars.,5 stars
Now look at it.,5 stars
"Disregarded, forgotten, broken.",1 star
This is not our pride,1 star
but our helplessness.,3 stars
"Life can change so quickly,",5 stars
in just an instant.,5 stars
Our spies say he has turned the kingdom,5 stars
"into a prison,",5 stars
trapping the people inside.,5 stars
He has become a tyrant.,1 star
A wretch without honour,5 stars
must be dealt with,5 stars
like the wretch he is.,5 stars
Have a care for how you speak,4 stars
about him! He is still my brother!,5 stars
He is still Mahabali Vaali!,5 stars
How can you respect him now,5 stars
after all he's done to you?,3 stars
My every muscle cries out,5 stars
to strangle Vaali with my own bare hands,1 star
for the evil he has brought on me!,5 stars
"For taking my Ruma,",4 stars
for making me an exile.,5 stars
Then why haven't you?,1 star
"Stop it, Lakshman.",1 star
"Imagine, Lakshman,",5 stars
if you had to kill me.,1 star
What? I could never...,1 star
I mean...,3 stars
You would never do anything,1 star
that could make me...,3 stars
All creatures are capable,5 stars
of great evil and great good.,5 stars
Vaali was not always this way.,3 stars
He was once a caring,4 stars
and loving brother.,5 stars
"Vaali has forfeited his right to rule,",1 star
great King.,5 stars
No kingdom will prosper under a king,1 star
whose heart is corrupt.,1 star
It has become your duty now,5 stars
to kill the usurper.,5 stars
But he is still my brother.,3 stars
The brother you loved is gone.,5 stars
The creature who sits,4 stars
on Kishkindha's throne,5 stars
is not that person.,1 star
Prince Ram is right.,5 stars
Vaali has been corrupted.,2 stars
You must free Kishkindha.,5 stars
Is that what you think?,3 stars
You hesitate to face Vaali,3 stars
"because he is your brother,",5 stars
your family.,5 stars
But there are many types of families.,3 stars
"We may not be related by blood,",3 stars
King Sugreev.,3 stars
"Nevertheless, you are my family.",3 stars
"You, King Sugreev,",5 stars
you taught me to fight.,5 stars
I have bled with you,1 star
in countless battles.,5 stars
You gave me a life of friendship,5 stars
and honour. I can never repay you.,5 stars
"Though I can't bear your burden as a king,",3 stars
let me carry this burden for you.,5 stars
Let me be the one to challenge Vaali,5 stars
and end his evil.,5 stars
Let me spare you this grief.,1 star
"Rise, Hanuman. Rise and thank you.",5 stars
Promise me you will not intervene,1 star
in this battle.,5 stars
This foul burden must fall,1 star
"upon me alone, my friend.",5 stars
"Yes, you do, but never alone.",3 stars
"We will stand by your side,",5 stars
"Sugreev, king of the vaanars.",4 stars
"Prince Ram, Prince Lakshman,",5 stars
we must leave and get into position.,1 star
It is time.,5 stars
Vaali!,1 star
Maybe they're not home.,2 stars
Be ready. For anything.,5 stars
Hold!,5 stars
What are you doing here?,5 stars
"It is good to see you, nephew.",4 stars
"Why are you here, uncle?",1 star
You have been banished.,1 star
I've come to challenge your father,5 stars
and free the people of Kishkindha.,5 stars
"You should go back into hiding, uncle.",1 star
There is nothing but death for you here.,5 stars
The challenge has been issued.,4 stars
It must be answered.,3 stars
Do you wish,3 stars
your lord to die today? No?,1 star
Then I advise you to take him away.,5 stars
Leave immediately and never return.,1 star
Angad!,3 stars
Angad!,3 stars
Tell your father that his brother has come,5 stars
to end this once and for all.,5 stars
And I am not leaving,1 star
until he is dead at my feet.,2 stars
I tried to warn you.,1 star
Call him.,5 stars
#NAME?,2 stars
- Call him!,5 stars
Vaali!,1 star
Now... he is here.,5 stars
Sugreev.,3 stars
"Finally, you show yourself.",5 stars
And you brought a witness.,5 stars
A witness to watch,5 stars
as I kill you with my bare hands.,5 stars
"Father, you do not need to do this.",5 stars
"Father, you already exiled him.",1 star
You've won.,1 star
You do not need to prove yourself.,5 stars
"Get back, boy!",1 star
"You are a fool to face me, brother.",5 stars
I have been a fool,5 stars
"for not confronting you earlier,",3 stars
for not stopping you,3 stars
from destroying our kingdom.,5 stars
My kingdom!,5 stars
The one you tried to steal from me.,5 stars
I thought you were dead.,1 star
Thought I was dead,1 star
or wished I was dead?,1 star
You stole my wife from me!,5 stars
"The strong take from the weak,",3 stars
such is the way of life.,5 stars
"The old Vaali, the brother I loved,",5 stars
would never have acted thus.,1 star
He knew his strength,4 stars
"was in protecting others, not robbing them.",5 stars
I do not want to kill you.,5 stars
But you've left me no choice.,2 stars
Is that all you've got?,3 stars
Looks like your Ruma,5 stars
will remain mine after all.,5 stars
Do you have anything else left,1 star
to show me? Or should I end you now?,1 star
Time to die!,5 stars
Do you see him?,3 stars
They are both in my sight.,5 stars
What's happening?,1 star
Why hasn't Prince Ram released his arrow?,1 star
Lord Sugreev can't hold out much longer,2 stars
against Vaali!,1 star
Get up.,1 star
Or do you want to die,1 star
lying in the dirt?,1 star
If that's what you wish!,3 stars
"Shoot, brother.",5 stars
I can't.,1 star
I have to do something.,2 stars
"You cannot interfere, Hanuman.",1 star
"Shoot, brother! Kill Vaali now!",5 stars
Why hasn't Prince Ram taken the shot?,1 star
Sugreev is nearly dead!,1 star
My brother is hesitating.,3 stars
"Lord Ram, this is no time to hesitate.",5 stars
Please shoot the arrow.,1 star
"I cannot, Hanuman.",1 star
I cannot tell who is who.,1 star
They look exactly alike.,2 stars
"If I shoot, I might kill Sugreev.",3 stars
What are you doing?,5 stars
"It's over, Sugreev.",2 stars
I've taken back Kishkindha from you.,1 star
I've taken your wife from you.,5 stars
"And now finally,",5 stars
I will take your life from you!,5 stars
This is an age of darkness,5 stars
where horrors stalk the shadows,5 stars
of our lands.,5 stars
"For many, there is no hope that",3 stars
beauty will ever return to the forest.,5 stars
"Yet, beauty is not frail.",3 stars
Its strength can still be found.,4 stars
"Yet, there are divine beings",3 stars
still giving hope.,4 stars
But their light has become faint,3 stars
and may soon be extinguished forever.,2 stars
"Angad, I'm sorry.",2 stars
Angad?,3 stars
What?,1 star
"Something's disturbing you,",2 stars
my friend.,5 stars
"""My friend""?",3 stars
Who conspired to kill my father?,5 stars
Who brought outsiders into our home?,1 star
Who killed the rightful king,5 stars
through deceit?,1 star
"""My friend!""",5 stars
King Sugreev has given us,5 stars
an important mission.,5 stars
That must tell you,5 stars
how much he values you.,5 stars
Sugreev sent us on a mission,3 stars
doomed to fail.,1 star
Can't you see that?,3 stars
If we don't find Princess Sita,3 stars
"in a month, all our lives are forfeit.",1 star
Listen to Prince Angad.,5 stars
His words speak the truth.,5 stars
We have all been deceived,1 star
by King Sugreev.,5 stars
"Do you think he's right, brother?",3 stars
That this is a fool's quest?,1 star
Is that why Sugreev picked us?,3 stars
Give it!,5 stars
Give it!,5 stars
Mine!,5 stars
Hungry! Give me now.,5 stars
I'm sure Angad went this way.,3 stars
Are you sure?,3 stars
I don't want to get lost.,5 stars
What are they?,1 star
Fresh meat for us.,5 stars
I have never seen such a beast.,1 star
He chilled my blood.,1 star
We dare not attack.,1 star
Then what shall we do?,5 stars
They journey towards...,4 stars
We shall go to our queen.,5 stars
She will arrange,4 stars
an appropriate greeting.,4 stars
Look there.,5 stars
I was wondering,3 stars
if they would appear.,3 stars
"What are they, Jambhvan?",1 star
"These are the Vandevata,",5 stars
"spirits of the woods, Hanuman.",5 stars
And they seem drawn,4 stars
towards our prince.,5 stars
How have we never seen them before?,5 stars
So close to Kishkindha.,5 stars
"When I was much younger,",3 stars
they could be found,3 stars
in every part of this forest.,5 stars
They were magical times.,5 stars
"Now they are few. Exiled, hunted.",1 star
Who would commit such a crime?,1 star
The dark reflections.,5 stars
The rakshasas.,5 stars
The demons feed,5 stars
upon these gentle creatures.,5 stars
They need our help.,5 stars
That must be why,3 stars
they showed themselves to us.,5 stars
Where?,1 star
What a stench!,1 star
This must be the cave of some beast.,5 stars
No. Feel it. It's not stone.,1 star
It's bone.,3 stars
"This isn't a cave, Angad.",1 star
This is the remains of a beast.,5 stars
Look at the size of it.,3 stars
What could have killed it?,1 star
Listen.,1 star
Whatever it was. It's gone.,5 stars
For now.,5 stars
Let's find the others.,4 stars
The demon that did this,5 stars
is an abomination of this forest.,1 star
Then our duty is clear.,5 stars
We must find it and destroy it.,5 stars
Look over there.,1 star
That path was made by something big.,2 stars
"Come on, Hanuman.",5 stars
"Wait, Angad.",2 stars
We don't know what we're up against.,3 stars
"Wait? Since when are you scared,",1 star
my friend?,1 star
"We aren't here to hunt demons, Angad.",2 stars
Finding Princess Sita is our only mission.,4 stars
"If we do nothing, what happens",1 star
to the vanadevata? They'll be wiped out.,2 stars
"King Sugreev gave us a mission, Angad.",3 stars
"To uphold dharma,",5 stars
that is your mission.,3 stars
What you see as separate,5 stars
is all part of a single whole.,5 stars
The forces of adharma are rising.,2 stars
Only we can stop them.,3 stars
You and me,5 stars
on the same side for once.,2 stars
"I've always been on your side, Angad.",3 stars
"Stay close, brother.",5 stars
"Are you frightened, brother?",5 stars
No. Of course not.,1 star
Why? Are you?,1 star
Why should I be frightened?,1 star
We're just in a dark forest,3 stars
searching for a giant demon,4 stars
armed with little more,5 stars
than a stick and a toy.,2 stars
Perhaps the demon has run away?,3 stars
Of course! That's exactly what's happened.,5 stars
There is nothing to worry about.,2 stars
I bet the rakshas has run off,2 stars
and is far away from here.,5 stars
Lucky for the rakshas then.,5 stars
"If I had gotten my hands on it,",3 stars
"well, I would have torn it in two.",3 stars
I would have chopped it,2 stars
into pieces. Easy!,1 star
See this?,1 star
That's what I would have done.,3 stars
Snapped it into a dozen pieces.,1 star
"No, a hundred pieces.",1 star
Is that right? Can you even count that,1 star
high? Just a moment. I would've just...,2 stars
ripped it into...,1 star
"Nal, I'd stop that if I were you.",2 stars
"Once I start, there's no stopping me.",2 stars
"Help me! Help me, Nal!",5 stars
It's trying to eat me.,2 stars
"Help! Help, Hanuman!",5 stars
The forest is haunted! We must flee!,5 stars
"Hanuman, we have to go back",1 star
to Kishkindha. Immediately!,5 stars
"Sooner, if possible!",3 stars
What is this place?,5 stars
An encampment.,4 stars
Of the rakshasas.,5 stars
Looks like they've abandoned the place.,2 stars
But why?,3 stars
Let's clear out the biggest building.,5 stars
We'll all sleep in there tonight.,5 stars
"We'll take shifts on watch,",4 stars
just in case.,4 stars
